SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Rb,Ba,Nb,Sr,Zr,Ba/Zr,Nb/Zr,Label
62.28,0.49,16.93,5.99,0.07,2.82,3.99,4.08,1.3,0.158,31.3,308.4,2.9,491.9,56.4,5.468085106,0.05141844,Fertile
65.32,0.38,17,3.95,0.13,1.43,4.4,4.28,1.55,0.142,19.7,546.5,2.9,534.6,78.1,6.997439181,0.037131882,Fertile
65.6,0.51,15.7,2.86,1.41,0.05,2.55,4.36,4.5,0.2,144,958,32,754,187,5.122994652,0.171122995,Fertile
66.8,0.49,15.3,2.52,0.06,1.22,2.4,4.42,4.17,0.18,166,1020,23,765,192,5.3125,0.119791667,Fertile
67.4,0.48,15.4,2.68,0.06,1.27,2.43,4.43,4.34,0.19,175,1070,20,744,221,4.841628959,0.090497738,Fertile
62,0.69,16.3,4.46,0.08,2.47,3.59,4.3,4.19,0.3,180,1100,25,855,316,3.481012658,0.079113924,Fertile
60.4,0.44,16.74,5.85,0.08,2.75,4.2,3.98,1.4,0.16,41,319,3,464,81,3.938271605,0.037037037,Fertile
66.4,0.38,17.35,2.2,0.09,1.95,3.68,4.24,0.74,0.13,16,549,3.2,539,100,5.49,0.032,Fertile
62.5,0.45,17.15,5.25,0.11,2.59,3.88,3.68,0.86,0.17,17,413,2.8,519,87,4.747126437,0.032183908,Fertile
67,0.27,16.85,2.68,0.09,1.13,4.6,4.7,1.47,0.09,30,554,3.1,614,97,5.711340206,0.031958763,Fertile
66.5,0.28,16.2,2.87,0.09,1.23,4.7,4.1,1.33,0.1,30,535,2.9,602,78,6.858974359,0.037179487,Fertile
59.1,0.72,18.21,5.82,0.18,3.07,7.24,3.27,1.57,0.18,33.9,323,5.1,322,77,4.194805195,0.066233766,Fertile
54.37,0.8,17.36,7.74,0.14,4.3,7.24,3.22,1.36,0.3,38,520,7.3,620,130,4,0.056153846,Fertile
66.23,0.51,16.46,3.44,0.08,1.81,3.76,3.9,3.56,0.24,99,1317,9.1,682,151,8.721854305,0.060264901,Fertile
63.26,0.78,16.13,4.87,0.09,2.64,5,3.38,3.57,0.28,82,1161,8.7,770,139,8.352517986,0.062589928,Fertile
65.74,0.54,14.95,4.05,0.09,1.85,1.98,2.78,4.7,0.25,195,2540,8,759,162,15.67901235,0.049382716,Fertile
56.43,1.37,14.67,9.66,0.21,4.57,8.23,2.88,1.55,0.42,36,668,11.2,354,153,4.366013072,0.073202614,Fertile
56.18,1.27,14.85,8.76,0.22,4.28,9.37,2.86,1.79,0.4,48,731,10.3,353,157,4.656050955,0.065605096,Fertile
64.08,0.62,15.96,4.53,0.1,2.21,5.08,3.6,3.6,0.22,105,942,15,684,178,5.292134831,0.084269663,Fertile
55.69,0.77,16.4,8.11,0.16,4.18,7.24,3.04,3.99,0.42,113,855,7,911,99,8.636363636,0.070707071,Fertile
57.92,0.6,17.62,6.12,0.19,2.02,6.38,4.14,3.05,0.36,69,1249,7.3,985,131,9.534351145,0.055725191,Fertile
56.16,0.7,16.03,7.33,0.18,2.8,7.16,3.44,3.05,0.44,66,1294,5.9,926,104,12.44230769,0.056730769,Fertile
56.29,0.81,16.57,8.78,0.27,3.24,6.33,2.75,2.81,0.46,53,1365,6.9,859,114,11.97368421,0.060526316,Fertile
57.21,0.61,17,6.51,0.13,2.01,5.98,3.35,4.41,0.3,77,3012,5.9,881,108,27.88888889,0.05462963,Fertile
61.22,0.54,17.98,4.51,0.14,1.44,3.38,5.32,2.7,0.25,72,870,7,1430,121,7.190082645,0.05785124,Fertile
60.57,0.53,17.87,4.66,0.16,1.94,4.45,4.28,2.5,0.25,74,778,8,904,134,5.805970149,0.059701493,Fertile
61.07,0.49,17.68,4.1,0.13,1.49,4.9,4.21,2.95,0.22,67,732,8,1013,126,5.80952381,0.063492063,Fertile
63.01,0.51,16.36,4.45,0.12,1.63,4.91,3.39,2.74,0.23,63,1441,7,781,98,14.70408163,0.071428571,Fertile
57.11,0.65,18.35,6.33,0.12,1.75,4.87,4.19,3.27,0.26,46,768,6,871,127,6.047244094,0.047244094,Fertile
60.9,0.59,18.45,4.76,0.1,0.44,2.72,4.08,5.4,0.26,241,817,8,676,130,6.284615385,0.061538462,Fertile
67.94,0.35,15.16,2.5,0.03,1.27,1.3,3.52,5.2,0.2,225,1107,16,406,193,5.735751295,0.082901554,Fertile
63.24,0.68,15.89,3.91,0.08,1.75,4.24,4.21,3.05,0.2,92,966,12,601,143,6.755244755,0.083916084,Fertile
65.81,0.52,15.31,3.82,0.1,1.24,3.67,2.53,5.43,0.2,277,1499,27.5,671,194,7.726804124,0.141752577,Fertile
66.44,0.52,15.55,2.64,0.06,2.8,4.87,2.95,4.01,0.155,75,1401,10,541,148,9.466216216,0.067567568,Fertile
64.39,0.64,17.2,4.48,0.05,1.98,5.12,3.15,2.78,0.211,92,981,12,652,180,5.45,0.066666667,Fertile
62.93,0.72,17.11,4.47,0.05,2.43,5.96,3.09,3.02,0.221,92,1025,10,751,181,5.662983425,0.055248619,Fertile
68.02,0.2,16.76,1.89,0.07,0.44,1.94,4.1,3.8,0.05,120,2155,9.29,656,124,17.37903226,0.074919355,Fertile
68.73,0.38,15.55,2.52,0.03,0.89,2.49,3.37,3.92,0.16,104,1505,16,332,179,8.407821229,0.089385475,Fertile
67.2,0.46,15.2,3.07,0.04,1.42,3.46,2.59,4.5,0.13,198,1380,14.2,465,224,6.160714286,0.063392857,Fertile
69.5,0.34,16,1.9,0.02,0.66,2.63,2.57,4.37,0.08,213,2930,13.9,476,152,19.27631579,0.091447368,Fertile
62.7,0.7,16.7,5.02,0.06,1.17,2.47,3.87,3.83,0.17,200,940,10,420,160,5.875,0.0625,Fertile
60.65,0.76,17.65,5.38,0.1,1.78,5.42,3.86,2.3,0.19,62,716,9,563,149,4.805369128,0.060402685,Fertile
61.56,0.58,17.16,4.25,0.1,2.45,5.03,3.65,2.04,0.16,56,596,8,450,141,4.226950355,0.056737589,Fertile
61.56,0.58,17.16,4.25,0.1,2.45,5.03,3.65,2.04,0.16,56,596,8,505,141,4.226950355,0.056737589,Fertile
64.98,0.58,16.78,2.93,0.04,1.27,4.56,3.84,2.34,0.17,59,550,8,568,139,3.956834532,0.057553957,Fertile
63.76,0.27,15.21,2.58,0.05,1.4,3.01,4.35,4.26,0.25,130,3000,13,849,106,28.30188679,0.122641509,Fertile
65.13,0.28,15.88,2.52,0.05,1.37,2.79,4.52,4.37,0.28,110,2800,11,826,113,24.77876106,0.097345133,Fertile
72.01,0.29,15.81,1.52,0.06,0.74,2.73,2.18,3.88,0.13,113,1987,21.7,745,171,11.61988304,0.126900585,Fertile
72.8,0.4,14.05,2.47,0.06,0.81,2.05,2.98,3.6,0.07,82,2012,11,309,168,11.97619048,0.06547619,Fertile
73.69,0.37,13.79,2.3,0.05,0.72,1.98,3.13,3.76,0.06,85,2080,12,298,179,11.62011173,0.067039106,Fertile
54.82,0.66,18.59,6.96,0.14,3.82,8.4,3.21,1.43,0.18,28,979,10,612,60,16.31666667,0.166666667,Fertile
56.7,0.84,13.17,5.2,0.08,7.16,5.93,2.72,3.68,0.47,117,692,7,1097,315,2.196825397,0.022222222,Fertile
74.19,0.16,12.65,3.9,0.06,1.13,2.29,3.08,2.53,0.02,110.06,487.62,13.26,173.72,178,2.739438202,0.074494382,Fertile
69.02,0.18,16.16,1.98,0.07,0.34,2.34,4.44,4.18,0.05,117,4363,8.2,1469,132,33.0530303,0.062121212,Fertile
53.18,0.65,15.6,8.27,0.16,4.77,7.76,2.89,2.26,0.29,31.5,1180,3.5,645,65,18.15384615,0.053846154,Fertile
61.16,0.59,16.97,5.73,0.11,2.78,6.51,4.03,1.5,0.25,34,985,4.7,669,88,11.19318182,0.053409091,Fertile
61.41,0.68,16.55,4.42,0.09,2.47,6.3,4.36,1.1,0.24,16,501,5,457,110,4.554545455,0.045454545,Fertile
59.43,0.55,16.7,5.46,0.04,2.61,5.84,4.38,1.86,0.24,57,909,4.3,567,101,9,0.042574257,Fertile
59.81,0.58,16.96,5.65,0.12,2.8,6.66,4.06,1.55,0.26,33,964,4.4,660,119,8.100840336,0.03697479,Fertile
65.79,0.57,18.28,2.13,0.02,2.04,1.3,4.24,2.63,0.23,129,561,5.5,451,124,4.524193548,0.044354839,Fertile
65.32,0.71,15.78,7.48,1.82,0.06,3.04,3.12,3.95,0.2,205.3,743,11.1,249.4,200.7,3.70204285,0.055306428,Fertile
76.8,0.03,13.19,1.39,0.08,0.01,0.95,3.22,4.74,0.03,286,77,15.7,46,63,1.222222222,0.249206349,Fertile
76.44,0.05,13.25,1.2,0.11,0.02,0.9,3.29,4.92,0.03,288,93,12.8,30,65,1.430769231,0.196923077,Fertile
77.33,0.04,12.88,0.94,0.1,0.01,0.75,2.93,5.3,0.03,290,56,12.8,26,68,0.823529412,0.188235294,Fertile
73.98,0.03,14.48,0.93,0.08,0.01,0.79,3.18,6.92,0.03,410,58,12.7,30,64,0.90625,0.1984375,Fertile
61.9,0.63,17.9,3.97,0.12,1.27,3.75,4.2,2.78,0.25,113,694,25,604,187,3.711229947,0.13368984,Fertile
59.7,0.7,17.8,4.19,0.22,1.53,5.89,4.48,2.68,0.29,96,983,27,647,191,5.146596859,0.141361257,Fertile
59.6,0.77,17.6,3.99,0.25,2.36,6.42,3.88,2.31,0.35,94,897,26,650,145,6.186206897,0.179310345,Fertile
58.8,0.71,17.6,3.06,0.31,1.54,6.36,4.37,2.58,0.28,152,857,24,633,148,5.790540541,0.162162162,Fertile
64.93,0.5,17.13,2.98,0.09,2.87,2.8,3.42,2.22,0.24,87,624,9,620,155,4.025806452,0.058064516,Fertile
59.03,0.46,17.78,4.77,0.14,1.79,7.43,3.86,0.38,0.162,4.9,505.26,2.62,507.1,61.68,8.191634241,0.042477302,Fertile
68.72,0.42,16.55,2.55,0.13,1.4,2.62,2.18,5.24,0.18,118.8,964.6,8.6,220.8,122.2,7.893617021,0.070376432,Fertile
66.4,0.57,16.51,3.38,0.05,1.6,2.52,5.04,3.67,0.25,65.22,2044,8.76,948.2,143.6,14.23398329,0.061002786,Fertile
69.91,0.52,16.44,2.92,0.02,0.83,0.49,4.16,4.51,0.2,107.4,1618,9.28,498.6,59.3,27.28499157,0.156492411,Fertile
66.54,0.51,16.84,3.38,0.05,1.17,3.13,4.18,3.97,0.22,65.72,1766,9.62,950.6,147.5,11.97288136,0.065220339,Fertile
66.7,0.53,16.6,3.27,0.05,1.45,2.35,4.96,3.87,0.21,99.14,1547,11.7,1066,156.1,9.910313901,0.074951954,Fertile
60.13,0.87,17.3,4.91,0.08,2.38,5.81,4.25,2.24,0.29,60,719,7,798,139,5.172661871,0.050359712,Fertile
62.49,0.36,16.99,3.12,0.1,1.54,4.54,4.5,2.36,0.13,49.5,552,4.7,956.9,91.6,6.026200873,0.051310044,Fertile
64.42,0.56,15.45,4.04,0.08,1.92,3.6,4.33,3.84,0.21,144,1266,8,617,188,6.734042553,0.042553191,Fertile
66.44,0.52,15.55,2.64,0.06,2.8,4.87,2.95,4.01,0.155,75,1401,10,541,148,9.466216216,0.067567568,Fertile
64.39,0.64,17.2,4.48,0.05,1.98,5.12,3.15,2.78,0.211,92,981,12,652,180,5.45,0.066666667,Fertile
62.93,0.72,17.11,4.47,0.05,2.43,5.96,3.09,3.02,0.221,92,1025,10,751,181,5.662983425,0.055248619,Fertile
66.7,0.25,17.1,2.01,0.08,0.52,3.02,4.93,2.72,0.09,83,1569,12,849,117,13.41025641,0.102564103,Fertile
57.45,1.73,14.08,10.93,0.18,3.15,6.93,3.05,1.76,0.74,80,842,12,356,186,4.52688172,0.064516129,Fertile
58.72,1.58,14.2,9.2,0.17,3.1,6.36,2.65,2.27,0.72,78,728,15,339,213,3.417840376,0.070422535,Fertile
56.62,1.42,14.64,9.76,0.17,4.19,7.7,3.12,1.93,0.45,52,691,11.9,347,168,4.113095238,0.070833333,Fertile
58.02,1.76,14.16,9.91,0.18,3,6.42,3.42,2.34,0.78,60,888,14.1,362,204,4.352941176,0.069117647,Fertile
56.36,1.29,15.32,8.75,0.19,4.56,8.39,3.09,1.63,0.42,56,825,10.3,394,152,5.427631579,0.067763158,Fertile
70.8,0.19,13.7,1.98,0.07,0.44,1.92,3.01,3.68,0.03,221,640,8,440,97,6.597938144,0.082474227,Fertile
60.92,0.74,16.82,4.91,0.13,3.86,6.23,3.7,2.41,0.27,54,982,5.8,795,118,8.322033898,0.049152542,Fertile
63.32,0.71,16.95,4.39,0.09,2.79,5.12,3.43,2.92,0.27,70,1200,7.8,872,139,8.633093525,0.056115108,Fertile
70.66,0.36,15.94,1.65,0.07,0.59,2.18,4.26,3.6,0.1,153,834,6.8,508,131,6.366412214,0.051908397,Fertile
66.2,0.38,17,2.55,0.04,0.59,4.06,3.99,3,0.13,53,806.09,9,676.48,165,4.885393939,0.054545455,Fertile
65.8,0.39,17.35,3.05,0.04,0.64,4.48,4.16,2.8,0.13,52,806.09,10,676.48,174,4.632701149,0.057471264,Fertile
68.8,0.28,16.95,2.06,0.07,0.51,3.71,4.45,2.91,0.09,57,895.65,8,676.48,148,6.051689189,0.054054054,Fertile
67.2,0.35,16.5,1.84,0.04,0.63,3.86,3.48,4.68,0.13,46,895.65,8,676.48,150,5.971,0.053333333,Fertile
66.5,0.4,17.35,3.03,0.03,0.66,4.64,4.33,2.44,0.13,39,806.09,9,676.48,182,4.429065934,0.049450549,Fertile
68.5,0.35,15.95,2.19,0.05,0.71,3.54,3.7,3.72,0.11,43,806.09,8,676.48,141,5.716950355,0.056737589,Fertile
58.06,0.44,17.17,5.53,0.1,3.2,3.62,3.83,3.44,0.27,62,2632,7,665,135,19.4962963,0.051851852,Fertile
64.54,0.53,16.42,3.98,0.12,1.87,5.38,3.69,2.26,0.22,61,646,8,670,110,5.872727273,0.072727273,Fertile
59.29,0.7,17.29,4.97,0.17,2.25,6.11,3.65,1.85,0.24,53,873,8.2,580,125,6.984,0.0656,Fertile
59.9,0.63,17.1,4.62,0.12,1.9,5.11,3.68,2.06,0.23,60,634,8,591,149,4.255033557,0.053691275,Fertile
63.83,0.5,18.15,4.11,0.11,1.81,5.36,2.84,2.73,0.1,90.1,520,5.4,271,79,6.582278481,0.06835443,Fertile
63.61,0.49,17.53,4.26,0.12,2.09,4.31,3.33,3.69,0.1,119,745,5.1,266,77,9.675324675,0.066233766,Fertile
67.03,0.4,17.06,3.32,0.27,0.92,6.23,2.71,1.58,0.11,68,205,7.2,226,81,2.530864198,0.088888889,Fertile
61.7,0.55,17.19,4.71,0.14,2.46,6.05,3.49,1.85,0.21,52,1441,11,802,104,13.85576923,0.105769231,Fertile
59.01,0.59,17.02,5.15,0.11,2.8,6.35,3.29,1.76,0.21,47,1356,10,799,96,14.125,0.104166667,Fertile
61.15,0.54,17.23,4.74,0.16,2.49,5.16,3.53,2.29,0.25,79,1506,11,756,104,14.48076923,0.105769231,Fertile
61.79,0.57,17.42,4.62,0.13,2.63,6.75,3.54,1.83,0.21,44.9,1257,8.3,783,99,12.6969697,0.083838384,Fertile
61.04,0.61,17.03,5.11,0.14,3.47,6.22,3.11,2.49,0.21,78.3,1267,8,680,97,13.06185567,0.082474227,Fertile
62.18,0.56,16.96,4.68,0.13,3.48,6.31,3.18,1.84,0.18,46.8,1118,7.1,587,89,12.56179775,0.079775281,Fertile
62.5,0.58,17.61,4.74,0.16,2.34,6.5,3.06,1.76,0.21,31,814,6.5,619,93,8.752688172,0.069892473,Fertile
63.79,0.61,17.25,4.61,0.14,2.58,5.61,3.14,1.59,0.15,43.1,556,6.8,446,95,5.852631579,0.071578947,Fertile
62.09,0.57,17.27,3.91,0.11,3.09,5.39,4.19,2.65,0.28,50,1620,11.1,1645,158,10.25316456,0.070253165,Fertile
55.25,0.84,17.6,7.05,0.14,3.7,8.71,3.65,2.01,0.2,40.5,2038,7.3,2044,79.4,25.6675063,0.091939547,Fertile
58.09,0.71,15.79,5.24,0.1,4.85,6.93,3.74,2.92,0.34,53.7,2165,16.3,2770,171,12.66081871,0.095321637,Fertile
62.02,0.52,16.81,3.88,0.11,3.12,5.21,4.07,2.61,0.31,55.2,1763,15,1737,162,10.88271605,0.092592593,Fertile
67.9,0.4,15.1,3,0,1.7,4,2.6,3.3,0.1,161,3540,12.4,532,188,18.82978723,0.065957447,Fertile
65.8,0.4,14.7,3.6,0.1,1.3,3.1,2.7,5.9,0.2,284,1480,26.3,781,279,5.304659498,0.094265233,Fertile
67.2,0.4,14.9,3.5,0.1,1.6,3.4,2.4,4.3,0.1,194,2220,22.8,594,189,11.74603175,0.120634921,Fertile
67.2,0.5,14.8,3.8,0.1,1.9,3.6,2.2,4.4,0.2,174,2320,19.6,578,161,14.40993789,0.12173913,Fertile
74.6,0.17,13.3,2.34,0.04,0.18,0.58,3.8,4.4,0.06,157,980,15,126,169,5.798816568,0.088757396,Fertile
51.14,0.55,18.69,8.21,0.16,6.44,9.38,3.11,0.77,0.17,19,555,3.8,650,43,12.90697674,0.088372093,Fertile
58.73,0.52,18.04,5.14,0.16,2.26,7.28,3.87,1.28,0.189,28.01,482.11,2.92,519.1,68.25,7.063882784,0.042783883,Fertile
54.36,0.88,18.24,8.25,0.14,3.75,8.06,2.68,1.78,0.32,53,395,6.5,705,103,3.834951456,0.063106796,Fertile
63.86,0.69,16.38,4.59,0.09,2.64,4.78,3.76,2.92,0.27,106,1244,11.23,804,150,8.293333333,0.074866667,Fertile
61.54,0.7,15.75,5.62,0.11,4.47,5.25,3.46,2.87,0.23,65,1282,10.6,697,180,7.122222222,0.058888889,Fertile
61.96,0.84,16.07,5.41,0.12,3.91,5.11,3,3.31,0.27,89,1331,13.4,617,173,7.693641618,0.077456647,Fertile
63.09,0.77,16.61,5.25,0.1,2.66,4.4,3.58,3.3,0.25,98,1478,13.8,596,200,7.39,0.069,Fertile
64.51,0.67,16.45,4.5,0.08,2.03,4.02,3.93,3.56,0.23,103,1489,14.2,618,212,7.023584906,0.066981132,Fertile
64.09,0.73,16.15,4.93,0.08,2.26,4.37,3.62,3.5,0.26,98,1385,14.8,588,204,6.789215686,0.07254902,Fertile
70.29,0.42,14.68,2.84,0.08,1.8,2.91,2.51,4.33,0.15,127,1102,13.7,304,147,7.496598639,0.093197279,Fertile
60.8,0.72,17.72,6,0.04,1.49,5.27,3.44,2.35,0.31,87,621,10,600,148,4.195945946,0.067567568,Fertile
59.9,0.52,17,5.18,0.11,2.08,5.7,3.12,1.09,0.14,29,702,4,605,58,12.10344828,0.068965517,Fertile
57.6,0.45,13.4,5.21,0.05,1.47,9.39,3.24,0.73,3.85,20,334,1,476,43,7.76744186,0.023255814,Fertile
67.2,0.36,14.4,5.4,0.03,1.42,4.79,4.06,0.6,0.08,23,220,3,455,62,3.548387097,0.048387097,Fertile
66.13,0.42,16.79,2.57,0.07,1.22,2.28,3.71,4.18,0.22,170,1592,17,668,200,7.96,0.085,Fertile
68.54,0.33,14.71,2.84,0.02,0.96,1.56,4.12,4.75,0.112,130,1689,7.6,333,150,11.26,0.050666667,Fertile
60.97,0.65,18.46,4.14,0.07,1.43,4.51,4.5,2.08,0.25,66,776,14,1032,142,5.464788732,0.098591549,Fertile
61.75,0.64,18.73,3.37,0.01,1.87,3.96,5.26,1.48,0.29,81,657,15,1008,148,4.439189189,0.101351351,Fertile
62.53,0.57,17.58,4.18,0.13,0.57,4.73,4.42,2.23,0.24,69,779,11,961,118,6.601694915,0.093220339,Fertile
61.54,0.63,17.82,3.86,0.07,1.64,4.88,4.53,2.09,0.25,67,766,12,1029,140,5.471428571,0.085714286,Fertile
61.33,0.55,17.66,4,0.15,1.58,5.29,4.44,2.05,0.23,73,738,16,975,142,5.197183099,0.112676056,Fertile
62.06,0.54,17.16,3.55,0.08,1.5,4.88,4.27,2.34,0.24,83,811,13,931,131,6.190839695,0.099236641,Fertile
58.92,1.15,15.58,6.62,0.16,4.2,4.43,3.75,4.58,0.6,124,1981,13.5,927,214,9.257009346,0.063084112,Fertile
54.77,1.44,15.94,8.73,0.18,4.96,6.67,2.68,3.88,0.75,97.4,1658,9.63,1053,170,9.752941176,0.056647059,Fertile
51.06,0.44,20.12,8.46,0.14,4.64,9.28,2.72,0.77,0.15,15,410,2.6,680,57,7.192982456,0.045614035,Fertile
75.32,0.5,13.16,2.22,0.01,0.33,0.19,2.15,4.49,0.04,180,471,11.3,94,205,2.297560976,0.055121951,Fertile
72.68,0.49,13.37,2.54,0,0.2,0.07,2.13,6.42,0.04,226,749,11.3,106,210,3.566666667,0.053809524,Fertile
74.93,0.5,12.94,2.39,0.01,0.31,0.19,2.08,4.57,0.04,177,462,11.4,85.4,197,2.345177665,0.05786802,Fertile
73.28,0.26,13.68,1.97,0.01,0.1,0.17,4.18,5.04,0.03,159,793,17.8,132,162,4.895061728,0.109876543,Fertile
73.66,0.26,13.83,1.85,0.02,0.17,0.25,3.4,4.86,0.06,166,866,18.5,155,167,5.185628743,0.110778443,Fertile
64.32,0.08,19.86,0.6,0.03,0.07,1.88,6.77,5.57,0.01,46.9,1757.4,2,2214.5,59,29.78644068,0.033898305,Fertile
64.72,0.09,18.52,0.93,0.05,0.05,1.32,5.93,7.36,0.01,79.8,786.7,3.9,1113.7,157.5,4.994920635,0.024761905,Fertile
73.39,0.06,13.6,1.35,0.06,0.09,0.87,5.2,4.72,0.01,48.5,232.8,2.9,474.6,37.7,6.175066313,0.076923077,Fertile
76.22,0.05,12.94,0.65,0.03,0.04,0.54,5.35,3.79,0.01,35.2,372.2,2.6,169.9,59.5,6.255462185,0.043697479,Fertile
75.49,0.33,13.09,1.97,0.02,0.31,1.66,2.92,4.09,0.115,139.4,1240.5,13.56,335.8,156.5,7.926517572,0.086645367,Fertile
72.76,0.38,14.67,1.86,0.02,0.67,2.21,2.18,5.1,0.135,153.6,1441,13.09,281,189,7.624338624,0.069259259,Fertile
61.5,0.56,15.72,5.61,0.16,2.35,4.31,3.71,3.79,0.27,117,1146,12.7,862.6,194.7,5.885978428,0.065228557,Fertile
61.4,0.78,14.83,4.58,0.2,4,2.13,2.5,6.32,0.46,241,1753,20.4,694,316,5.547468354,0.064556962,Fertile
60.74,0.63,15.02,4.14,0.09,3.42,2.75,2.01,7.29,0.33,248.6,1840.5,19.6,436.4,303.4,6.066249176,0.064601187,Fertile
63.45,0.5,14.05,4.09,0.11,2.04,4.32,3.83,3.57,0.22,103,1046.3,13.5,738.4,185.1,5.652620205,0.072933549,Fertile
62.29,0.55,14.13,4.53,0.23,3.74,3.75,3.1,4.14,0.27,146,1277.3,12.5,938.8,191.6,6.666492693,0.065240084,Fertile
62.26,0.66,15.29,4.35,0.07,2.98,3.22,2.66,3.47,0.26,105.5,1125.8,14.2,749.2,200.2,5.623376623,0.070929071,Fertile
62.48,0.56,15.07,5.17,0.18,2.23,4.17,3.21,4.19,0.25,130.4,1186.4,11.1,706.3,181.3,6.543849972,0.06122449,Fertile
64.44,0.41,16.37,3.61,0.06,1.76,3.61,3.02,3.5,0.18,76,717,8.3,449,113,6.345132743,0.073451327,Fertile
65.25,0.44,15.88,3.78,0.05,1.53,3.9,2.85,3.11,0.19,91,736,8.4,391,152,4.842105263,0.055263158,Fertile
58.6,0.56,14.36,4.64,0.05,3.16,4.08,4.59,4.05,0.54,167,2200,19.6,1095,173,12.71676301,0.113294798,Fertile
63.48,0.37,15.72,2.56,0.03,1.28,2.51,4.32,5.8,0.25,197,2540,19.2,1400,89.7,28.31661093,0.214046823,Fertile
63.78,0.36,15.67,2.44,0.02,1.16,2.67,4.59,5.51,0.24,183,2460,20.3,1235,95.5,25.7591623,0.212565445,Fertile
63.85,0.36,15.82,2.78,0.03,1.25,2.45,4.34,5.82,0.28,154,2750,21.1,1470,113,24.33628319,0.186725664,Fertile
64.45,0.35,15.85,1.83,0.02,0.97,2.57,4.84,5.3,0.25,182,2520,20.7,1175,85.3,29.54279015,0.242672919,Fertile
63.33,0.37,15.67,2.23,0.03,1.19,2.63,4.35,6,0.27,200,2610,20.8,1125,98.9,26.39029323,0.210313448,Fertile
63.23,0.4,15.55,2.26,0.03,1.32,2.6,4.57,5.41,0.23,203,2540,21.5,1180,94.3,26.93531283,0.227995758,Fertile
58.51,0.48,16.3,3.96,0.09,1.9,3.8,2.78,6.1,0.6,315,3384,21.2,592,217,15.59447005,0.097695853,Fertile
63.01,0.62,17.01,3.06,0.08,2.2,3.9,4.22,4.56,0.45,152,2999,18,2026,148,20.26351351,0.121621622,Fertile
67.09,0.4,15.11,2.52,0.05,1.2,2.6,4.33,4.79,0.47,175,2960,20.1,2021,151,19.60264901,0.133112583,Fertile
63.97,0.37,16.77,2.52,0.05,1.2,3,4.53,4.7,0.33,160,3125,18.1,2104,147,21.2585034,0.123129252,Fertile
62.89,0.47,17.47,2.52,0.06,1.6,3.3,4.4,4.43,0.37,160,2937,19.1,2173,131,22.41984733,0.145801527,Fertile
71.6,0.21,14.16,1.3,0.02,0.35,1.88,2.55,4.3,0.07,132,1660,5,296,136,12.20588235,0.036764706,Fertile
74.24,0.46,15.43,0.7,0.01,0.28,0.51,4.9,2.07,0.14,73.8,1720,6.45,219,286,6.013986014,0.022552448,Fertile
74.54,0.44,15.27,0.67,0,0.27,0.61,4.76,2.1,0.11,72.7,1625,6.69,215,231,7.034632035,0.028961039,Fertile
69.48,0.23,14.85,1.59,0.02,0.24,1.94,4.1,5.95,0.09,188.52,2218.45,11.41,1004.52,187.21,11.85006143,0.060947599,Fertile
68.48,0.3,15.52,1.33,0.02,0.41,1.61,3.93,6.07,0.16,178.08,2349.99,11.21,850.07,211.67,11.10214012,0.052959796,Fertile
70.49,0.27,14.56,2.06,0.02,0.47,0.81,2.27,6.83,0.11,273.64,2382.44,10.42,668.74,185.5,12.84334232,0.056172507,Fertile
70.2,0.21,15.1,1.24,0.02,0.29,1.38,3.45,5.85,0.08,230.01,1914.61,9.36,665.6,161.38,11.86398562,0.057999752,Fertile
69.7,0.2,15.3,1.64,0,0.5,1.4,4.3,5.3,0.1,222.1,2157,10.6,998,95.5,22.58638743,0.110994764,Fertile
68.7,0.2,15.4,1.77,0,0.7,1.8,4.1,5.6,0.1,230.2,2083.9,10.5,978.2,38.6,53.98704663,0.272020725,Fertile
69.5,0.2,15.2,1.75,0,0.4,1.6,4.4,5.4,0.1,221.3,2058.7,10.3,934.1,73.3,28.08594816,0.140518417,Fertile
69.2,0.2,15.3,1.66,0,0.6,1.6,4.3,5.4,0.1,211.3,1956.9,9.8,811,66.5,29.42706767,0.147368421,Fertile
69.5,0.2,15.4,1.57,0,0.5,1.6,4.4,5.5,0.1,235.2,2084.5,10.4,1008.1,104,20.04326923,0.1,Fertile
68.6,0.3,15.3,2.09,0.1,0.5,1.3,4,5.8,0.1,261.1,2334.4,11.2,990.8,100.6,23.20477137,0.111332008,Fertile
70.2,0.21,15.1,1.24,0.02,0.29,1.38,3.45,5.85,0.08,270.75,2338,11.31,918.07,170.92,13.67891411,0.066171308,Fertile
70.49,0.27,14.56,2.06,0.02,0.47,0.81,2.27,6.83,0.11,273.64,2382.44,10.42,668.74,185.5,12.84334232,0.056172507,Fertile
68.48,0.3,15.52,1.33,0.02,0.41,1.61,3.93,6.07,0.16,218.07,2335.24,9.34,476.44,201.67,11.57951108,0.046313284,Fertile
70.18,0.19,14.93,1.88,0.02,0.23,0.28,2.56,7.44,0.09,200,2261,11.75,520,167,13.53892216,0.070359281,Fertile
70.23,0.18,15.22,0.99,0.01,0.22,1.06,4.09,6.16,0.08,180,1894,10.08,788,171,11.07602339,0.058947368,Fertile
70.92,0.24,14.11,3.9,0.04,0.41,0.35,2.88,6.61,0.09,215.26,2154,10.49,569.18,68.97,31.23096999,0.152095114,Fertile
